date,flight number,belt number,scheduled arrival time,actual arrival time,offloaded bags,expected bags,first bag on belt,last bag on belt
12-12-25,QR1455,Belt 3,7:50:00,7:36:00,320,321,7:43:00,7:52:00
12-12-25,QR1456,Belt 3,15:00:00,14:56:00,211,210,15:10:00,15:21:00
12-12-25,TK525,Belt 1,1:20:00,1:10:00,218,214,1:20:00,1:39:00
12-12-25,KQ704,Belt 2,17:20:00,17:19:00,151,155,17:30:00,17:43:00
12-12-25,KQ706,Belt 1,9:10:00,8:55:00,69,75,9:03:00,9:21:00
13-12-25,BP312,Belt 2,8:50:00,8:35:00,176,171,8:42:00,8:48:00
13-12-25,ET34,Belt 2,11:45:00,11:47:00,23,33,12:00:00,12:06:00
13-12-25,ET35,Belt 1,13:10:00,13:08:00,65,65,13:23:00,13:43:00
13-12-25,SA62,Belt 2,12:40:00,12:50:00,165,155,12:58:00,13:05:00
13-12-25,TC212,Belt 2,12:20:00,12:40:00,100,93,12:48:00,12:58:00
13-12-25,UR722,Belt 3,11:45:00,11:34:00,56,64,11:48:00,11:59:00
13-12-25,WB112,Belt 2,15:00:00,15:01:00,178,180,15:15:00,15:34:00
13-12-25,ET873,Belt 3,13:10:00,13:20:00,137,127,13:32:00,13:39:00
13-12-25,4Z166,Belt 2,9:40:00,9:43:00,59,51,9:55:00,10:14:00
13-12-25,4Z162,Belt 2,13:30:00,13:27:00,62,59,13:34:00,13:51:00
13-12-25,QR1455,Belt 3,7:50:00,8:05:00,190,200,8:18:00,8:23:00
13-12-25,QR1456,Belt 1,15:00:00,14:56:00,165,165,15:09:00,15:18:00
13-12-25,TK525,Belt 2,1:20:00,1:40:00,172,164,1:52:00,2:11:00
13-12-25,KQ704,Belt 3,17:20:00,17:19:00,129,121,17:31:00,17:40:00
13-12-25,KQ706,Belt 3,9:10:00,9:24:00,103,107,9:35:00,9:45:00
14-12-25,BP312,Belt 2,8:50:00,8:39:00,83,76,8:46:00,8:55:00
14-12-25,ET34,Belt 3,11:45:00,11:54:00,24,32,12:06:00,12:21:00
14-12-25,ET35,Belt 3,13:10:00,13:03:00,48,52,13:13:00,13:27:00
14-12-25,SA62,Belt 1,12:40:00,12:34:00,176,178,12:44:00,12:55:00
14-12-25,TC212,Belt 1,12:20:00,12:16:00,70,76,12:30:00,12:38:00
14-12-25,UR722,Belt 3,11:45:00,11:43:00,15,11,11:53:00,12:10:00
14-12-25,WB112,Belt 3,15:00:00,15:12:00,188,184,15:25:00,15:36:00
14-12-25,ET873,Belt 3,13:10:00,12:57:00,252,244,13:05:00,13:12:00
14-12-25,4Z166,Belt 3,9:40:00,9:58:00,50,42,10:13:00,10:21:00
14-12-25,4Z162,Belt 2,13:30:00,13:30:00,54,58,13:38:00,13:58:00
14-12-25,QR1455,Belt 3,7:50:00,7:59:00,360,359,8:11:00,8:29:00
14-12-25,QR1456,Belt 1,15:00:00,15:04:00,149,157,15:19:00,15:35:00
14-12-25,TK525,Belt 3,1:20:00,1:26:00,186,180,1:34:00,1:53:00
14-12-25,KQ704,Belt 3,17:20:00,17:15:00,73,71,17:28:00,17:45:00
14-12-25,KQ706,Belt 1,9:10:00,8:56:00,161,160,9:07:00,9:14:00
15-12-25,BP312,Belt 1,8:50:00,8:37:00,143,146,8:45:00,9:02:00
15-12-25,ET34,Belt 3,11:45:00,11:33:00,9,11,11:45:00,11:51:00
15-12-25,ET35,Belt 3,13:10:00,13:23:00,-5,64,13:32:00,13:37:00
15-12-25,SA62,Belt 3,12:40:00,12:34:00,103,109,12:48:00,12:54:00
15-12-25,TC212,Belt 3,12:20:00,12:11:00,122,123,12:23:00,12:41:00
15-12-25,UR722,Belt 2,11:45:00,11:38:00,31,36,11:47:00,11:56:00
15-12-25,WB112,Belt 3,15:00:00,15:03:00,117,116,15:11:00,15:21:00
15-12-25,ET873,Belt 2,13:10:00,13:11:00,300,304,13:22:00,13:39:00
15-12-25,4Z166,Belt 3,9:40:00,9:35:00,31,33,9:47:00,9:52:00
15-12-25,4Z162,Belt 2,13:30:00,13:30:00,21,31,13:44:00,13:50:00
15-12-25,QR1455,Belt 2,7:50:00,8:06:00,126,123,8:13:00,8:30:00
15-12-25,QR1456,Belt 3,15:00:00,15:01:00,313,318,15:10:00,15:18:00
15-12-25,TK525,Belt 3,1:20:00,1:08:00,225,228,1:16:00,1:34:00
15-12-25,KQ704,Belt 2,17:20:00,17:32:00,103,98,17:46:00,18:04:00
15-12-25,KQ706,Belt 1,9:10:00,9:16:00,176,182,9:23:00,9:37:00
16-12-25,BP312,Belt 2,8:50:00,8:58:00,188,190,9:07:00,9:22:00
16-12-25,ET34,Belt 1,11:45:00,11:59:00,45,44,12:07:00,12:27:00
16-12-25,ET35,Belt 3,13:10:00,13:05:00,65,57,13:15:00,13:24:00
16-12-25,SA62,Belt 2,12:40:00,12:51:00,97,103,13:01:00,13:08:00
16-12-25,TC212,Belt 3,12:20:00,12:27:00,96,94,12:38:00,12:46:00
16-12-25,UR722,Belt 1,11:45:00,11:56:00,22,24,12:05:00,12:19:00
16-12-25,WB112,Belt 3,15:00:00,15:05:00,196,188,15:20:00,15:33:00
16-12-25,ET873,Belt 2,13:10:00,13:01:00,220,217,13:13:00,13:22:00
16-12-25,4Z166,Belt 3,9:40:00,9:49:00,48,57,10:02:00,10:08:00
16-12-25,4Z162,Belt 3,13:30:00,13:47:00,11,21,13:56:00,14:02:00
16-12-25,QR1455,Belt 2,7:50:00,7:55:00,134,132,8:07:00,8:12:00
16-12-25,QR1456,Belt 2,15:00:00,14:59:00,301,296,15:11:00,15:22:00
16-12-25,TK525,Belt 1,1:20:00,1:34:00,347,345,1:48:00,1:59:00
16-12-25,KQ704,Belt 2,17:20:00,17:12:00,144,137,17:26:00,17:34:00
16-12-25,KQ706,Belt 1,9:10:00,9:30:00,151,141,9:45:00,10:00:00
17-12-25,BP312,Belt 2,8:50:00,8:54:00,115,117,9:06:00,9:26:00
17-12-25,ET34,Belt 3,11:45:00,11:51:00,32,39,12:03:00,12:16:00
17-12-25,ET35,Belt 2,13:10:00,13:30:00,61,60,13:43:00,13:48:00
17-12-25,SA62,Belt 3,12:40:00,12:39:00,95,102,12:49:00,13:08:00
17-12-25,TC212,Belt 1,12:20:00,12:40:00,107,100,12:51:00,13:00:00
17-12-25,UR722,Belt 2,11:45:00,12:01:00,33,29,12:14:00,12:21:00
17-12-25,WB112,Belt 3,15:00:00,14:57:00,118,116,15:12:00,15:23:00
17-12-25,ET873,Belt 2,13:10:00,13:16:00,395,398,13:23:00,13:34:00
17-12-25,4Z166,Belt 2,9:40:00,9:32:00,58,57,9:47:00,9:56:00
17-12-25,4Z162,Belt 2,13:30:00,13:23:00,71,65,13:38:00,13:44:00
17-12-25,QR1455,Belt 1,7:50:00,8:02:00,242,235,8:12:00,8:22:00
17-12-25,QR1456,Belt 2,15:00:00,14:51:00,124,131,15:00:00,15:12:00
17-12-25,TK525,Belt 1,1:20:00,1:20:00,134,127,1:33:00,1:44:00
17-12-25,KQ704,Belt 2,17:20:00,17:13:00,84,82,17:24:00,17:41:00
17-12-25,KQ706,Belt 3,9:10:00,9:07:00,182,177,9:21:00,9:36:00
18-12-25,BP312,Belt 2,8:50:00,8:43:00,136,146,8:51:00,9:04:00
18-12-25,ET34,Belt 3,11:45:00,12:00:00,44,45,12:10:00,12:17:00
18-12-25,ET35,Belt 1,13:10:00,13:01:00,61,58,13:10:00,13:19:00
18-12-25,SA62,Belt 2,12:40:00,12:28:00,108,111,12:41:00,12:51:00
18-12-25,TC212,Belt 1,12:20:00,12:21:00,179,177,12:31:00,12:43:00
18-12-25,UR722,Belt 1,11:45:00,11:32:00,11,14,11:43:00,11:52:00
18-12-25,WB112,Belt 1,15:00:00,15:20:00,109,101,15:29:00,15:40:00
18-12-25,ET873,Belt 2,13:10:00,12:58:00,120,122,13:10:00,13:15:00
18-12-25,4Z166,Belt 2,9:40:00,10:00:00,23,17,10:11:00,10:19:00
18-12-25,4Z162,Belt 1,13:30:00,13:43:00,53,48,13:53:00,14:12:00
18-12-25,QR1455,Belt 3,7:50:00,7:47:00,120,113,8:01:00,8:10:00
18-12-25,QR1456,Belt 1,15:00:00,14:49:00,222,224,14:56:00,15:13:00
18-12-25,TK525,Belt 2,1:20:00,1:07:00,117,107,1:21:00,1:39:00
18-12-25,KQ704,Belt 2,17:20:00,17:21:00,118,113,17:32:00,17:44:00
18-12-25,KQ706,Belt 2,9:10:00,9:15:00,88,96,9:27:00,9:39:00
19-12-25,BP312,Belt 2,8:50:00,8:57:00,199,196,9:10:00,9:16:00
19-12-25,ET34,Belt 2,11:45:00,12:03:00,14,16,12:14:00,12:27:00
19-12-25,ET35,Belt 1,13:10:00,13:20:00,42,42,13:33:00,13:46:00
19-12-25,SA62,Belt 3,12:40:00,12:46:00,81,91,12:54:00,13:14:00
19-12-25,TC212,Belt 3,12:20:00,12:38:00,193,196,12:51:00,13:04:00
19-12-25,UR722,Belt 2,11:45:00,11:58:00,64,59,12:13:00,12:30:00
19-12-25,WB112,Belt 2,15:00:00,15:09:00,158,167,15:17:00,15:25:00
19-12-25,ET873,Belt 2,13:10:00,13:28:00,91,98,13:38:00,13:54:00
19-12-25,4Z166,Belt 2,9:40:00,9:37:00,62,53,9:50:00,10:07:00
19-12-25,4Z162,Belt 1,13:30:00,13:49:00,48,57,14:01:00,14:20:00
19-12-25,QR1455,Belt 2,7:50:00,7:48:00,349,343,7:55:00,8:12:00
19-12-25,QR1456,Belt 3,15:00:00,15:12:00,261,271,15:22:00,15:32:00
19-12-25,TK525,Belt 1,1:20:00,1:07:00,372,372,1:15:00,1:29:00
19-12-25,KQ704,Belt 2,17:20:00,17:19:00,81,77,17:30:00,17:46:00
19-12-25,KQ706,Belt 1,9:10:00,9:22:00,159,158,9:32:00,9:45:00
20-12-25,BP312,Belt 3,8:50:00,9:09:00,82,82,9:23:00,9:36:00
20-12-25,ET34,Belt 2,11:45:00,11:34:00,30,23,11:49:00,12:04:00
20-12-25,ET35,Belt 3,13:10:00,13:00:00,36,35,13:09:00,13:29:00
20-12-25,SA62,Belt 1,12:40:00,12:26:00,156,155,12:41:00,12:53:00
20-12-25,TC212,Belt 1,12:20:00,12:30:00,141,148,12:38:00,12:55:00
20-12-25,UR722,Belt 3,11:45:00,11:53:00,54,49,12:02:00,12:19:00
20-12-25,WB112,Belt 1,15:00:00,15:10:00,142,137,15:22:00,15:37:00
20-12-25,ET873,Belt 3,13:10:00,13:21:00,230,235,13:30:00,13:45:00
20-12-25,4Z166,Belt 2,9:40:00,9:41:00,13,17,9:52:00,10:06:00
20-12-25,4Z162,Belt 3,13:30:00,13:18:00,-5,44,13:31:00,13:38:00
20-12-25,QR1455,Belt 3,7:50:00,7:53:00,89,97,8:06:00,8:19:00
20-12-25,QR1456,Belt 3,15:00:00,15:16:00,231,224,15:28:00,15:45:00
20-12-25,TK525,Belt 1,1:20:00,1:20:00,240,247,1:31:00,1:38:00
20-12-25,KQ704,Belt 2,17:20:00,17:36:00,131,127,17:43:00,17:55:00
20-12-25,KQ706,Belt 3,9:10:00,9:18:00,107,109,9:25:00,9:45:00
21-12-25,BP312,Belt 2,8:50:00,8:50:00,123,126,9:00:00,9:19:00
21-12-25,ET34,Belt 1,11:45:00,11:51:00,57,61,12:00:00,12:05:00
21-12-25,ET35,Belt 1,13:10:00,13:26:00,15,25,13:40:00,13:59:00
21-12-25,SA62,Belt 2,12:40:00,12:30:00,122,119,12:39:00,12:56:00
21-12-25,TC212,Belt 1,12:20:00,12:09:00,167,169,12:21:00,12:34:00
21-12-25,UR722,Belt 2,11:45:00,11:55:00,34,33,12:05:00,12:20:00
21-12-25,WB112,Belt 2,15:00:00,15:19:00,153,161,15:28:00,15:43:00
21-12-25,ET873,Belt 2,13:10:00,13:13:00,183,176,13:22:00,13:30:00
21-12-25,4Z166,Belt 3,9:40:00,9:50:00,60,55,10:05:00,10:20:00
21-12-25,4Z162,Belt 2,13:30:00,13:25:00,70,61,13:35:00,13:51:00
21-12-25,QR1455,Belt 1,7:50:00,7:44:00,387,380,7:54:00,8:13:00
21-12-25,QR1456,Belt 1,15:00:00,14:59:00,335,344,15:13:00,15:32:00
21-12-25,TK525,Belt 3,1:20:00,1:18:00,355,352,1:26:00,1:36:00
21-12-25,KQ704,Belt 1,17:20:00,17:07:00,191,184,17:14:00,17:30:00
21-12-25,KQ706,Belt 2,9:10:00,9:29:00,99,107,9:41:00,9:48:00
22-12-25,BP312,Belt 2,8:50:00,8:39:00,148,140,8:50:00,8:55:00
22-12-25,ET34,Belt 1,11:45:00,11:55:00,53,48,12:08:00,12:17:00
22-12-25,ET35,Belt 1,13:10:00,12:55:00,27,23,13:06:00,13:20:00
22-12-25,SA62,Belt 3,12:40:00,12:29:00,137,129,12:44:00,13:02:00
22-12-25,TC212,Belt 2,12:20:00,12:15:00,140,150,12:22:00,12:38:00
22-12-25,UR722,Belt 2,11:45:00,11:51:00,9,17,11:59:00,12:17:00
22-12-25,WB112,Belt 3,15:00:00,14:58:00,107,111,15:08:00,15:18:00
22-12-25,ET873,Belt 1,13:10:00,13:05:00,75,65,13:19:00,13:27:00
22-12-25,4Z166,Belt 1,9:40:00,9:35:00,8,15,9:48:00,10:05:00
22-12-25,4Z162,Belt 3,13:30:00,13:16:00,39,34,13:25:00,13:40:00
22-12-25,QR1455,Belt 2,7:50:00,8:05:00,98,99,8:17:00,8:27:00
22-12-25,QR1456,Belt 3,15:00:00,14:54:00,268,270,15:08:00,15:15:00
22-12-25,TK525,Belt 1,1:20:00,1:34:00,185,183,1:44:00,1:56:00
22-12-25,KQ704,Belt 2,17:20:00,17:06:00,90,90,17:20:00,17:28:00
22-12-25,KQ706,Belt 2,9:10:00,9:25:00,125,135,9:32:00,9:38:00
23-12-25,BP312,Belt 2,8:50:00,8:43:00,158,165,8:52:00,8:57:00
23-12-25,ET34,Belt 1,11:45:00,12:03:00,0,10,12:15:00,12:32:00
23-12-25,ET35,Belt 3,13:10:00,13:09:00,19,11,13:21:00,13:28:00
23-12-25,SA62,Belt 2,12:40:00,12:31:00,128,118,12:45:00,12:55:00
23-12-25,TC212,Belt 2,12:20:00,12:10:00,126,125,12:18:00,12:27:00
23-12-25,UR722,Belt 2,11:45:00,11:30:00,41,33,11:39:00,11:58:00
23-12-25,WB112,Belt 3,15:00:00,14:58:00,121,115,15:07:00,15:26:00
23-12-25,ET873,Belt 1,13:10:00,13:11:00,359,368,13:26:00,13:34:00
23-12-25,4Z166,Belt 2,9:40:00,9:42:00,68,69,9:50:00,10:06:00
23-12-25,4Z162,Belt 3,13:30:00,13:45:00,29,21,14:00:00,14:10:00
23-12-25,QR1455,Belt 1,7:50:00,7:51:00,300,304,8:00:00,8:15:00
23-12-25,QR1456,Belt 3,15:00:00,14:52:00,394,387,15:05:00,15:24:00
23-12-25,TK525,Belt 3,1:20:00,1:37:00,399,392,1:45:00,2:00:00
23-12-25,KQ704,Belt 3,17:20:00,17:15:00,157,163,17:25:00,17:45:00
23-12-25,KQ706,Belt 1,9:10:00,9:00:00,164,173,9:12:00,9:18:00
24-12-25,BP312,Belt 2,8:50:00,8:37:00,101,95,8:45:00,9:00:00
24-12-25,ET34,Belt 2,11:45:00,11:48:00,54,46,12:03:00,12:20:00
24-12-25,ET35,Belt 3,13:10:00,12:55:00,47,51,13:06:00,13:21:00
24-12-25,SA62,Belt 1,12:40:00,12:57:00,180,184,13:08:00,13:26:00
24-12-25,TC212,Belt 3,12:20:00,12:07:00,183,181,12:15:00,12:35:00
24-12-25,UR722,Belt 2,11:45:00,11:35:00,34,41,11:47:00,12:07:00
24-12-25,WB112,Belt 2,15:00:00,15:10:00,168,169,15:24:00,15:38:00
24-12-25,ET873,Belt 3,13:10:00,13:30:00,84,78,13:37:00,13:48:00
24-12-25,4Z166,Belt 2,9:40:00,9:37:00,37,29,9:52:00,10:02:00
24-12-25,4Z162,Belt 3,13:30:00,13:26:00,21,30,13:41:00,13:46:00
24-12-25,QR1455,Belt 2,7:50:00,7:53:00,207,205,8:03:00,8:19:00
24-12-25,QR1456,Belt 2,15:00:00,15:01:00,79,76,15:16:00,15:26:00
24-12-25,TK525,Belt 1,1:20:00,1:26:00,230,239,1:36:00,1:44:00
24-12-25,KQ704,Belt 2,17:20:00,17:21:00,114,117,17:33:00,17:40:00
24-12-25,KQ706,Belt 3,9:10:00,9:15:00,127,122,9:25:00,9:30:00
25-12-25,BP312,Belt 3,8:50:00,8:51:00,163,167,8:59:00,9:13:00
25-12-25,ET34,Belt 1,11:45:00,11:51:00,64,67,12:03:00,12:13:00
25-12-25,ET35,Belt 3,13:10:00,13:08:00,59,62,13:20:00,13:37:00
25-12-25,SA62,Belt 1,12:40:00,12:37:00,-5,109,12:47:00,13:00:00
25-12-25,TC212,Belt 2,12:20:00,12:17:00,145,149,12:28:00,12:46:00
25-12-25,UR722,Belt 1,11:45:00,11:35:00,13,10,11:48:00,12:05:00
25-12-25,WB112,Belt 2,15:00:00,15:08:00,123,118,15:19:00,15:24:00
25-12-25,ET873,Belt 2,13:10:00,13:27:00,243,252,13:41:00,13:50:00
25-12-25,4Z166,Belt 3,9:40:00,9:28:00,51,54,9:36:00,9:44:00
25-12-25,4Z162,Belt 2,13:30:00,13:47:00,25,20,13:55:00,14:05:00
25-12-25,QR1455,Belt 1,7:50:00,7:42:00,212,217,7:53:00,8:10:00
25-12-25,QR1456,Belt 3,15:00:00,14:58:00,323,324,15:09:00,15:22:00
25-12-25,TK525,Belt 2,1:20:00,1:21:00,113,111,1:31:00,1:38:00
25-12-25,KQ704,Belt 1,17:20:00,17:28:00,193,197,17:37:00,17:43:00
25-12-25,KQ706,Belt 3,9:10:00,9:18:00,185,192,9:26:00,9:38:00
26-12-25,BP312,Belt 3,8:50:00,8:43:00,164,169,8:51:00,8:58:00
26-12-25,ET34,Belt 2,11:45:00,11:57:00,-5,37,12:09:00,12:28:00
26-12-25,ET35,Belt 3,13:10:00,12:55:00,23,19,13:02:00,13:13:00
26-12-25,SA62,Belt 1,12:40:00,12:58:00,142,151,13:05:00,13:14:00
26-12-25,TC212,Belt 3,12:20:00,12:40:00,129,134,12:52:00,13:11:00
26-12-25,UR722,Belt 1,11:45:00,11:43:00,77,67,11:50:00,12:07:00
26-12-25,WB112,Belt 3,15:00:00,15:06:00,108,109,15:21:00,15:28:00
26-12-25,ET873,Belt 2,13:10:00,13:17:00,154,144,13:27:00,13:42:00
26-12-25,4Z166,Belt 3,9:40:00,9:37:00,60,56,9:44:00,10:03:00
26-12-25,4Z162,Belt 2,13:30:00,13:47:00,60,63,14:02:00,14:16:00
26-12-25,QR1455,Belt 3,7:50:00,7:53:00,126,132,8:08:00,8:23:00
26-12-25,QR1456,Belt 2,15:00:00,15:11:00,99,107,15:24:00,15:29:00
26-12-25,TK525,Belt 3,1:20:00,1:19:00,136,136,1:31:00,1:37:00
26-12-25,KQ704,Belt 3,17:20:00,17:22:00,93,96,17:29:00,17:46:00
26-12-25,KQ706,Belt 2,9:10:00,9:05:00,86,84,9:13:00,9:25:00
27-12-25,BP312,Belt 3,8:50:00,8:51:00,87,79,9:06:00,9:13:00
27-12-25,ET34,Belt 2,11:45:00,11:36:00,56,51,11:49:00,12:03:00
27-12-25,ET35,Belt 2,13:10:00,13:20:00,51,49,13:34:00,13:46:00
27-12-25,SA62,Belt 2,12:40:00,12:34:00,204,195,12:45:00,13:01:00
27-12-25,TC212,Belt 2,12:20:00,12:23:00,191,186,12:32:00,12:51:00
27-12-25,UR722,Belt 1,11:45:00,11:31:00,67,66,11:41:00,11:50:00
27-12-25,WB112,Belt 1,15:00:00,15:19:00,116,114,15:30:00,15:40:00
27-12-25,ET873,Belt 3,13:10:00,13:24:00,63,60,13:35:00,13:44:00
27-12-25,4Z166,Belt 1,9:40:00,9:39:00,42,39,9:54:00,10:06:00
27-12-25,4Z162,Belt 1,13:30:00,13:31:00,28,18,13:43:00,13:54:00
27-12-25,QR1455,Belt 1,7:50:00,7:43:00,268,265,7:57:00,8:16:00
27-12-25,QR1456,Belt 1,15:00:00,15:16:00,252,248,15:28:00,15:43:00
27-12-25,TK525,Belt 3,1:20:00,1:19:00,392,390,1:28:00,1:39:00
27-12-25,KQ704,Belt 1,17:20:00,17:30:00,121,125,17:40:00,17:56:00
27-12-25,KQ706,Belt 1,9:10:00,9:11:00,175,174,9:22:00,9:33:00
28-12-25,BP312,Belt 1,8:50:00,8:52:00,111,106,9:00:00,9:19:00
28-12-25,ET34,Belt 3,11:45:00,11:41:00,76,67,11:54:00,12:00:00
28-12-25,ET35,Belt 2,13:10:00,13:23:00,23,23,13:38:00,13:48:00
28-12-25,SA62,Belt 1,12:40:00,12:34:00,174,168,12:47:00,12:57:00
28-12-25,TC212,Belt 1,12:20:00,12:22:00,72,76,12:35:00,12:45:00
28-12-25,UR722,Belt 2,11:45:00,11:39:00,65,57,11:48:00,12:05:00
28-12-25,WB112,Belt 1,15:00:00,15:04:00,114,120,15:17:00,15:32:00
28-12-25,ET873,Belt 2,13:10:00,13:04:00,169,175,13:18:00,13:33:00
28-12-25,4Z166,Belt 2,9:40:00,9:55:00,78,69,10:10:00,10:16:00
28-12-25,4Z162,Belt 3,13:30:00,13:22:00,8,16,13:30:00,13:35:00
28-12-25,QR1455,Belt 1,7:50:00,7:47:00,77,77,7:55:00,8:10:00
28-12-25,QR1456,Belt 3,15:00:00,15:15:00,147,153,15:25:00,15:39:00
28-12-25,TK525,Belt 1,1:20:00,1:07:00,244,235,1:19:00,1:38:00
28-12-25,KQ704,Belt 3,17:20:00,17:17:00,151,156,17:28:00,17:42:00
28-12-25,KQ706,Belt 3,9:10:00,9:22:00,104,110,9:31:00,9:49:00
29-12-25,BP312,Belt 2,8:50:00,8:42:00,169,174,8:57:00,9:17:00
29-12-25,ET34,Belt 1,11:45:00,12:00:00,24,27,12:08:00,12:17:00
29-12-25,ET35,Belt 1,13:10:00,13:26:00,7,16,13:35:00,13:52:00
29-12-25,SA62,Belt 2,12:40:00,12:47:00,172,167,12:56:00,13:01:00
29-12-25,TC212,Belt 3,12:20:00,12:25:00,166,162,12:34:00,12:53:00
29-12-25,UR722,Belt 3,11:45:00,11:54:00,49,41,12:06:00,12:21:00
29-12-25,WB112,Belt 2,15:00:00,15:13:00,156,164,15:22:00,15:31:00
29-12-25,ET873,Belt 2,13:10:00,13:06:00,205,203,13:15:00,13:23:00
29-12-25,4Z166,Belt 2,9:40:00,10:00:00,32,22,10:12:00,10:26:00
29-12-25,4Z162,Belt 3,13:30:00,13:33:00,52,60,13:45:00,14:05:00
29-12-25,QR1455,Belt 1,7:50:00,8:07:00,376,368,8:20:00,8:30:00
29-12-25,QR1456,Belt 2,15:00:00,15:00:00,175,179,15:15:00,15:28:00
29-12-25,TK525,Belt 3,1:20:00,1:17:00,67,62,1:29:00,1:39:00
29-12-25,KQ704,Belt 1,17:20:00,17:25:00,130,131,17:36:00,17:55:00
29-12-25,KQ706,Belt 2,9:10:00,8:57:00,147,156,9:08:00,9:27:00
30-12-25,BP312,Belt 3,8:50:00,9:06:00,90,90,9:21:00,9:27:00
30-12-25,ET34,Belt 1,11:45:00,11:54:00,74,65,12:01:00,12:06:00
30-12-25,ET35,Belt 1,13:10:00,12:59:00,30,34,13:13:00,13:30:00
30-12-25,SA62,Belt 1,12:40:00,12:54:00,77,79,13:07:00,13:22:00
30-12-25,TC212,Belt 1,12:20:00,12:08:00,181,178,12:20:00,12:29:00
30-12-25,UR722,Belt 1,11:45:00,11:43:00,54,56,11:58:00,12:09:00
30-12-25,WB112,Belt 2,15:00:00,15:09:00,140,142,15:17:00,15:36:00
30-12-25,ET873,Belt 3,13:10:00,13:06:00,93,93,13:21:00,13:29:00
30-12-25,4Z166,Belt 3,9:40:00,9:47:00,55,61,9:55:00,10:07:00
30-12-25,4Z162,Belt 2,13:30:00,13:50:00,22,21,13:58:00,14:07:00
30-12-25,QR1455,Belt 2,7:50:00,8:03:00,163,171,8:11:00,8:16:00
30-12-25,QR1456,Belt 2,15:00:00,15:11:00,56,56,15:19:00,15:28:00
30-12-25,TK525,Belt 2,1:20:00,1:39:00,374,370,1:51:00,1:59:00
30-12-25,KQ704,Belt 2,17:20:00,17:33:00,92,101,17:42:00,17:53:00
30-12-25,KQ706,Belt 3,9:10:00,9:28:00,85,90,9:36:00,9:43:00
31-12-25,BP312,Belt 2,8:50:00,8:48:00,177,180,8:58:00,9:04:00
31-12-25,ET34,Belt 1,11:45:00,12:05:00,17,15,12:17:00,12:28:00
31-12-25,ET35,Belt 1,13:10:00,13:04:00,58,62,13:18:00,13:28:00
31-12-25,SA62,Belt 3,12:40:00,12:39:00,151,143,12:46:00,13:05:00
31-12-25,TC212,Belt 3,12:20:00,12:18:00,189,199,12:26:00,12:36:00
31-12-25,UR722,Belt 2,11:45:00,11:36:00,20,26,11:51:00,12:02:00
31-12-25,WB112,Belt 1,15:00:00,14:48:00,93,101,14:58:00,15:08:00
31-12-25,ET873,Belt 2,13:10:00,12:55:00,-5,166,13:08:00,13:22:00
31-12-25,4Z166,Belt 1,9:40:00,9:45:00,42,36,9:56:00,10:07:00
31-12-25,4Z162,Belt 2,13:30:00,13:29:00,27,26,13:39:00,13:44:00
31-12-25,QR1455,Belt 3,7:50:00,8:07:00,397,399,8:18:00,8:28:00
31-12-25,QR1456,Belt 2,15:00:00,14:54:00,-5,81,15:08:00,15:24:00
31-12-25,TK525,Belt 2,1:20:00,1:08:00,89,80,1:21:00,1:28:00
31-12-25,KQ704,Belt 2,17:20:00,17:13:00,174,184,17:21:00,17:36:00
31-12-25,KQ706,Belt 2,9:10:00,9:07:00,171,162,9:15:00,9:28:00
01-01-26,BP312,Belt 1,8:50:00,9:02:00,155,151,9:14:00,9:34:00
01-01-26,ET34,Belt 2,11:45:00,11:57:00,40,41,12:11:00,12:26:00
01-01-26,ET35,Belt 3,13:10:00,12:56:00,-5,57,13:06:00,13:16:00
01-01-26,SA62,Belt 1,12:40:00,12:34:00,163,160,12:48:00,13:07:00
01-01-26,TC212,Belt 3,12:20:00,12:28:00,177,173,12:42:00,13:01:00
01-01-26,UR722,Belt 3,11:45:00,11:39:00,21,19,11:52:00,11:57:00
01-01-26,WB112,Belt 1,15:00:00,15:13:00,-5,151,15:22:00,15:39:00
01-01-26,ET873,Belt 2,13:10:00,13:08:00,60,57,13:17:00,13:26:00
01-01-26,4Z166,Belt 3,9:40:00,9:34:00,65,70,9:44:00,9:52:00
01-01-26,4Z162,Belt 1,13:30:00,13:17:00,40,35,13:26:00,13:39:00
01-01-26,QR1455,Belt 3,7:50:00,7:52:00,141,151,8:06:00,8:23:00
01-01-26,QR1456,Belt 3,15:00:00,15:09:00,212,205,15:20:00,15:32:00
01-01-26,TK525,Belt 1,1:20:00,1:29:00,308,299,1:43:00,2:01:00
01-01-26,KQ704,Belt 3,17:20:00,17:39:00,115,110,17:46:00,18:02:00
01-01-26,KQ706,Belt 3,9:10:00,8:57:00,87,87,9:11:00,9:25:00
02-01-26,BP312,Belt 1,8:50:00,8:45:00,136,130,8:59:00,9:10:00
02-01-26,ET34,Belt 1,11:45:00,11:49:00,31,41,12:00:00,12:10:00
02-01-26,ET35,Belt 2,13:10:00,13:19:00,49,50,13:32:00,13:40:00
02-01-26,SA62,Belt 2,12:40:00,12:50:00,109,103,13:01:00,13:16:00
02-01-26,TC212,Belt 3,12:20:00,12:19:00,159,165,12:31:00,12:51:00
02-01-26,UR722,Belt 3,11:45:00,11:49:00,15,11,12:01:00,12:19:00
02-01-26,WB112,Belt 2,15:00:00,14:53:00,123,123,15:03:00,15:18:00
02-01-26,ET873,Belt 2,13:10:00,13:28:00,291,293,13:43:00,13:58:00
