date,shift,airline,flight number,aircraft type,route,loading supervisor id,scheduled arrival time,scheduled departure time,actual arrival time,actual departure time,conveyor belt on,conveyor belt off,h-loader on,h-loader off,cargo doors open,cargo doors closed,first trolley out,last trolley out,baggage at aircraft
29-12-25,Shift A,RwandAir,WB112,B737,KGL-HRE via LUN,7,15:00:00,15:50:00,15:13:00,16:15:00,15:18:00,16:00:00,,,15:17:00,16:02:00,15:19:00,15:30:00,68
29-12-25,Shift A,Ethiopian Airways,ET873,B787,ADD-ADD via LUN,1,13:10:00,15:10:00,13:06:00,15:34:00,13:11:00,15:22:00,13:12:00,15:21:00,13:10:00,15:24:00,13:12:00,13:23:00,90
29-12-25,Shift A,Airlink,4Z166,E135,JNB-JNB via LUN,2,9:40:00,10:15:00,10:00:00,10:15:00,10:03:00,10:00:00,,,10:02:00,10:02:00,10:04:00,10:12:00,135
29-12-25,Shift A,Airlink,4Z162,E195,JNB-JNB via LUN,3,13:30:00,14:15:00,13:33:00,14:21:00,13:38:00,14:07:00,,,13:37:00,14:09:00,13:39:00,13:43:00,183
29-12-25,Shift A,Qatar Airways,QR1455,B787,DOH-HRE via LUN,4,7:50:00,9:40:00,8:07:00,9:54:00,8:11:00,9:47:00,8:12:00,9:46:00,8:10:00,9:49:00,8:12:00,8:26:00,113
29-12-25,Shift A,Qatar Airways,QR1456,B787,HRE-DOH via LUN,5,15:00:00,16:30:00,15:00:00,16:40:00,15:03:00,16:23:00,15:04:00,16:22:00,15:02:00,16:25:00,15:04:00,15:18:00,119
29-12-25,Shift A,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,6,1:20:00,2:20:00,1:17:00,2:43:00,1:23:00,2:28:00,,,1:22:00,2:30:00,1:24:00,1:29:00,176
29-12-25,Shift A,Kenya Airways,KQ704,B737,NBO-HRE via LUN,7,17:20:00,18:10:00,17:25:00,18:26:00,17:30:00,18:18:00,,,17:29:00,18:20:00,17:31:00,17:36:00,153
29-12-25,Shift A,Kenya Airways,KQ706,E195,NBO-HRE via LUN,1,9:10:00,10:00:00,8:57:00,9:58:00,9:01:00,9:51:00,,,9:00:00,9:53:00,9:02:00,9:10:00,47
30-12-25,Shift A,Air Botswana,BP312,E175,GBE-HRE via LUN,1,8:50:00,9:40:00,9:06:00,9:42:00,9:09:00,9:35:00,,,9:08:00,9:37:00,9:10:00,9:25:00,184
30-12-25,Shift A,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,2,11:45:00,12:20:00,11:54:00,12:41:00,11:59:00,12:34:00,,,11:58:00,12:36:00,12:00:00,12:09:00,76
30-12-25,Shift A,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,3,13:10:00,13:45:00,12:59:00,13:35:00,13:03:00,13:18:00,,,13:02:00,13:20:00,13:04:00,13:16:00,40
30-12-25,Shift A,South African Airways,SA62,A320,JNB-JNB via LUN,4,12:40:00,13:30:00,12:54:00,13:23:00,12:59:00,13:08:00,,,12:58:00,13:10:00,13:00:00,13:10:00,114
30-12-25,Shift A,Air Tanzania,TC212,A220,DAR-HRE via LUN,5,12:20:00,13:10:00,12:08:00,13:17:00,12:11:00,13:09:00,,,12:10:00,13:11:00,12:12:00,12:22:00,39
30-12-25,Shift A,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,6,11:45:00,12:30:00,11:43:00,12:53:00,11:46:00,12:45:00,,,11:45:00,12:47:00,11:47:00,11:56:00,156
30-12-25,Shift A,RwandAir,WB112,B737,KGL-HRE via LUN,7,15:00:00,15:50:00,15:09:00,15:52:00,15:13:00,15:37:00,,,15:12:00,15:39:00,15:14:00,15:29:00,83
30-12-25,Shift A,Ethiopian Airways,ET873,B787,ADD-ADD via LUN,1,13:10:00,15:10:00,13:06:00,13:06:00,13:12:00,15:27:00,13:13:00,15:26:00,13:11:00,15:29:00,13:13:00,13:26:00,167
30-12-25,Shift A,Airlink,4Z166,E135,JNB-JNB via LUN,2,9:40:00,10:15:00,9:47:00,10:34:00,9:53:00,10:26:00,,,9:52:00,10:28:00,9:54:00,9:59:00,66
30-12-25,Shift A,Airlink,4Z162,E195,JNB-JNB via LUN,3,13:30:00,14:15:00,13:50:00,14:30:00,13:55:00,14:13:00,,,13:54:00,14:15:00,13:56:00,14:02:00,156
30-12-25,Shift A,Qatar Airways,QR1455,B787,DOH-HRE via LUN,4,7:50:00,9:40:00,8:03:00,9:52:00,8:08:00,9:37:00,8:09:00,9:36:00,8:07:00,9:39:00,8:09:00,8:18:00,115
30-12-25,Shift A,Qatar Airways,QR1456,B787,HRE-DOH via LUN,5,15:00:00,16:30:00,15:11:00,16:47:00,15:16:00,16:31:00,15:17:00,16:30:00,15:15:00,16:33:00,15:17:00,15:24:00,164
30-12-25,Shift A,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,6,1:20:00,2:20:00,1:39:00,2:23:00,1:45:00,2:08:00,,,1:44:00,2:10:00,1:46:00,1:53:00,112
30-12-25,Shift A,Kenya Airways,KQ704,B737,NBO-HRE via LUN,7,17:20:00,18:10:00,17:33:00,18:25:00,17:36:00,18:18:00,,,17:35:00,18:20:00,17:37:00,17:47:00,172
30-12-25,Shift A,Kenya Airways,KQ706,E195,NBO-HRE via LUN,1,9:10:00,10:00:00,9:28:00,9:58:00,9:33:00,9:51:00,,,9:32:00,9:53:00,9:34:00,9:42:00,76
31-12-25,Shift B,Air Botswana,BP312,E175,GBE-HRE via LUN,8,8:50:00,9:40:00,8:48:00,9:50:00,8:51:00,9:39:00,,,8:50:00,9:41:00,8:52:00,9:06:00,150
31-12-25,Shift B,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,9,11:45:00,12:20:00,12:05:00,12:19:00,12:08:00,12:12:00,,,12:07:00,12:14:00,12:09:00,12:22:00,111
31-12-25,Shift B,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,10,13:10:00,13:45:00,13:04:00,13:43:00,13:09:00,13:31:00,,,13:08:00,13:33:00,13:10:00,13:23:00,83
31-12-25,Shift B,South African Airways,SA62,A320,JNB-JNB via LUN,12,12:40:00,13:30:00,12:39:00,13:36:00,12:44:00,13:28:00,,,12:43:00,13:30:00,12:45:00,12:58:00,122
31-12-25,Shift B,Air Tanzania,TC212,A220,DAR-HRE via LUN,13,12:20:00,13:10:00,12:18:00,13:04:00,12:23:00,12:50:00,,,12:22:00,12:52:00,12:24:00,12:30:00,144
31-12-25,Shift B,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,14,11:45:00,12:30:00,11:36:00,12:39:00,11:39:00,12:23:00,,,11:38:00,12:25:00,11:40:00,11:52:00,40
31-12-25,Shift B,RwandAir,WB112,B737,KGL-HRE via LUN,8,15:00:00,15:50:00,14:48:00,14:48:00,14:53:00,15:48:00,,,14:52:00,15:50:00,14:54:00,15:04:00,50
31-12-25,Shift B,Ethiopian Airways,ET873,A350,ADD-ADD via LUN,9,13:10:00,15:10:00,12:55:00,15:24:00,12:58:00,15:13:00,12:59:00,15:12:00,12:57:00,15:15:00,12:59:00,13:13:00,30
31-12-25,Shift B,Airlink,4Z166,E135,JNB-JNB via LUN,10,9:40:00,10:15:00,9:45:00,10:39:00,9:49:00,10:27:00,,,9:48:00,10:29:00,9:50:00,10:03:00,198
31-12-25,Shift B,Airlink,4Z162,E195,JNB-JNB via LUN,12,13:30:00,14:15:00,13:29:00,14:14:00,13:32:00,13:57:00,,,13:31:00,13:59:00,13:33:00,13:45:00,134
31-12-25,Shift B,Qatar Airways,QR1455,B787,DOH-HRE via LUN,13,7:50:00,9:40:00,8:07:00,9:35:00,8:11:00,9:22:00,8:12:00,9:21:00,8:10:00,9:24:00,8:12:00,8:21:00,120
31-12-25,Shift B,Qatar Airways,QR1456,B787,HRE-DOH via LUN,14,15:00:00,16:30:00,14:54:00,16:28:00,14:59:00,16:20:00,15:00:00,16:19:00,14:58:00,16:22:00,15:00:00,15:11:00,166
31-12-25,Shift B,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,8,1:20:00,2:20:00,1:08:00,2:45:00,1:14:00,2:34:00,,,1:13:00,2:36:00,1:15:00,1:19:00,122
31-12-25,Shift B,Kenya Airways,KQ704,B737,NBO-HRE via LUN,9,17:20:00,18:10:00,17:13:00,18:08:00,17:19:00,17:53:00,,,17:18:00,17:55:00,17:20:00,17:26:00,144
31-12-25,Shift B,Kenya Airways,KQ706,B737,NBO-HRE via LUN,10,9:10:00,10:00:00,9:07:00,10:25:00,9:11:00,10:15:00,,,9:10:00,10:17:00,9:12:00,9:18:00,88
01-01-26,Shift B,Air Botswana,BP312,E175,GBE-HRE via LUN,8,8:50:00,9:40:00,9:02:00,9:50:00,9:05:00,9:42:00,,,9:04:00,9:44:00,9:06:00,9:22:00,125
01-01-26,Shift B,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,9,11:45:00,12:20:00,11:57:00,12:33:00,12:02:00,12:23:00,,,12:01:00,12:25:00,12:03:00,12:12:00,108
01-01-26,Shift B,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,10,13:10:00,13:45:00,12:56:00,13:54:00,13:00:00,13:42:00,,,12:59:00,13:44:00,13:01:00,13:15:00,133
01-01-26,Shift B,South African Airways,SA62,A320,JNB-JNB via LUN,12,12:40:00,13:30:00,12:34:00,13:48:00,12:37:00,13:38:00,,,12:36:00,13:40:00,12:38:00,12:47:00,195
01-01-26,Shift B,Air Tanzania,TC212,A220,DAR-HRE via LUN,13,12:20:00,13:10:00,12:28:00,12:28:00,12:31:00,13:01:00,,,12:30:00,13:03:00,12:32:00,12:38:00,82
01-01-26,Shift B,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,14,11:45:00,12:30:00,11:39:00,12:38:00,11:42:00,12:26:00,,,11:41:00,12:28:00,11:43:00,11:50:00,98
01-01-26,Shift B,RwandAir,WB112,B737,KGL-HRE via LUN,8,15:00:00,15:50:00,15:13:00,16:10:00,15:16:00,15:58:00,,,15:15:00,16:00:00,15:17:00,15:26:00,157
01-01-26,Shift B,Ethiopian Airways,ET873,A350,ADD-ADD via LUN,9,13:10:00,15:10:00,13:08:00,15:34:00,13:13:00,15:19:00,13:14:00,15:18:00,13:12:00,15:21:00,13:14:00,13:25:00,179
01-01-26,Shift B,Airlink,4Z166,E135,JNB-JNB via LUN,10,9:40:00,10:15:00,9:34:00,10:06:00,9:40:00,9:50:00,,,9:39:00,9:52:00,9:41:00,9:54:00,154
01-01-26,Shift B,Airlink,4Z162,E195,JNB-JNB via LUN,12,13:30:00,14:15:00,13:17:00,14:21:00,13:21:00,14:14:00,,,13:20:00,14:16:00,13:22:00,13:31:00,71
01-01-26,Shift B,Qatar Airways,QR1455,B787,DOH-HRE via LUN,13,7:50:00,9:40:00,7:52:00,9:33:00,7:58:00,9:16:00,7:59:00,9:15:00,7:57:00,9:18:00,7:59:00,8:02:00,37
01-01-26,Shift B,Qatar Airways,QR1456,B787,HRE-DOH via LUN,14,15:00:00,16:30:00,15:09:00,16:37:00,15:14:00,16:29:00,15:15:00,16:28:00,15:13:00,16:31:00,15:15:00,15:19:00,94
01-01-26,Shift B,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,8,1:20:00,2:20:00,1:29:00,2:24:00,1:35:00,2:09:00,,,1:34:00,2:11:00,1:36:00,1:40:00,100
01-01-26,Shift B,Kenya Airways,KQ704,B737,NBO-HRE via LUN,9,17:20:00,18:10:00,17:39:00,18:05:00,17:43:00,17:55:00,,,17:42:00,17:57:00,17:44:00,17:57:00,137
01-01-26,Shift B,Kenya Airways,KQ706,E195,NBO-HRE via LUN,10,9:10:00,10:00:00,8:57:00,8:57:00,9:02:00,9:53:00,,,9:01:00,9:55:00,9:03:00,9:14:00,120
02-01-26,Shift B,Air Botswana,BP312,E175,GBE-HRE via LUN,8,8:50:00,9:40:00,8:45:00,9:31:00,8:50:00,9:14:00,,,8:49:00,9:16:00,8:51:00,9:00:00,110
02-01-26,Shift B,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,9,11:45:00,12:20:00,11:49:00,12:25:00,11:54:00,12:18:00,,,11:53:00,12:20:00,11:55:00,12:09:00,85
02-01-26,Shift B,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,10,13:10:00,13:45:00,13:19:00,13:36:00,13:24:00,13:26:00,,,13:23:00,13:28:00,13:25:00,13:31:00,107
02-01-26,Shift B,South African Airways,SA62,A320,JNB-JNB via LUN,12,12:40:00,13:30:00,12:50:00,13:28:00,12:53:00,13:15:00,,,12:52:00,13:17:00,12:54:00,13:08:00,193
02-01-26,Shift B,Air Tanzania,TC212,A220,DAR-HRE via LUN,13,12:20:00,13:10:00,12:19:00,13:26:00,12:23:00,13:10:00,,,12:22:00,13:12:00,12:24:00,12:31:00,129
02-01-26,Shift B,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,14,11:45:00,12:30:00,11:49:00,12:41:00,11:55:00,12:26:00,,,11:54:00,12:28:00,11:56:00,12:01:00,72
02-01-26,Shift B,RwandAir,WB112,B737,KGL-HRE via LUN,8,15:00:00,15:50:00,14:53:00,16:14:00,14:57:00,16:05:00,,,14:56:00,16:07:00,14:58:00,15:07:00,196
02-01-26,Shift B,Ethiopian Airways,ET873,B787,ADD-ADD via LUN,9,13:10:00,15:10:00,13:28:00,15:08:00,13:34:00,14:59:00,13:35:00,14:58:00,13:33:00,15:01:00,13:35:00,13:48:00,164
02-01-26,Shift B,Airlink,4Z166,E135,JNB-JNB via LUN,10,9:40:00,10:15:00,9:35:00,10:25:00,9:38:00,10:10:00,,,9:37:00,10:12:00,9:39:00,9:53:00,50
02-01-26,Shift B,Airlink,4Z162,E195,JNB-JNB via LUN,12,13:30:00,14:15:00,13:26:00,14:25:00,13:30:00,14:18:00,,,13:29:00,14:20:00,13:31:00,13:41:00,125
02-01-26,Shift B,Qatar Airways,QR1455,B787,DOH-HRE via LUN,13,7:50:00,9:40:00,8:01:00,9:49:00,8:07:00,9:32:00,8:08:00,9:31:00,8:06:00,9:34:00,8:08:00,8:15:00,58
02-01-26,Shift B,Qatar Airways,QR1456,B787,HRE-DOH via LUN,14,15:00:00,16:30:00,14:57:00,16:26:00,15:01:00,16:17:00,15:02:00,16:16:00,15:00:00,16:19:00,15:02:00,15:07:00,176
02-01-26,Shift B,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,8,1:20:00,2:20:00,1:22:00,2:24:00,1:26:00,2:14:00,,,1:25:00,2:16:00,1:27:00,1:42:00,26
02-01-26,Shift B,Kenya Airways,KQ704,B737,NBO-HRE via LUN,9,17:20:00,18:10:00,17:10:00,17:10:00,17:14:00,18:15:00,,,17:13:00,18:17:00,17:15:00,17:29:00,140
02-01-26,Shift B,Kenya Airways,KQ706,B737,NBO-HRE via LUN,10,9:10:00,10:00:00,9:06:00,10:14:00,9:12:00,10:00:00,,,9:11:00,10:02:00,9:13:00,9:18:00,61
03-01-26,Shift B,Air Botswana,BP312,E175,GBE-HRE via LUN,8,8:50:00,9:40:00,8:47:00,9:44:00,8:50:00,9:31:00,,,8:49:00,9:33:00,8:51:00,8:57:00,89
03-01-26,Shift B,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,9,11:45:00,12:20:00,11:56:00,12:24:00,12:00:00,12:14:00,,,11:59:00,12:16:00,12:01:00,12:07:00,65
03-01-26,Shift B,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,10,13:10:00,13:45:00,13:23:00,14:06:00,13:28:00,13:52:00,,,13:27:00,13:54:00,13:29:00,13:36:00,129
03-01-26,Shift B,South African Airways,SA62,A320,JNB-JNB via LUN,12,12:40:00,13:30:00,12:50:00,13:22:00,12:56:00,13:10:00,,,12:55:00,13:12:00,12:57:00,13:06:00,176
03-01-26,Shift B,Air Tanzania,TC212,A220,DAR-HRE via LUN,13,12:20:00,13:10:00,12:39:00,13:33:00,12:42:00,13:18:00,,,12:41:00,13:20:00,12:43:00,12:50:00,135
03-01-26,Shift B,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,14,11:45:00,12:30:00,11:59:00,12:22:00,12:03:00,12:07:00,,,12:02:00,12:09:00,12:04:00,12:17:00,121
03-01-26,Shift B,RwandAir,WB112,B737,KGL-HRE via LUN,8,15:00:00,15:50:00,14:47:00,16:15:00,14:53:00,16:00:00,,,14:52:00,16:02:00,14:54:00,15:07:00,32
03-01-26,Shift B,Ethiopian Airways,ET873,A350,ADD-ADD via LUN,9,13:10:00,15:10:00,13:13:00,15:28:00,13:19:00,15:17:00,13:20:00,15:16:00,13:18:00,15:19:00,13:20:00,13:27:00,138
03-01-26,Shift B,Airlink,4Z166,E135,JNB-JNB via LUN,10,9:40:00,10:15:00,9:35:00,10:32:00,9:40:00,10:16:00,,,9:39:00,10:18:00,9:41:00,9:45:00,196
03-01-26,Shift B,Airlink,4Z162,E195,JNB-JNB via LUN,12,13:30:00,14:15:00,13:48:00,14:14:00,13:54:00,13:57:00,,,13:53:00,13:59:00,13:55:00,14:05:00,43
03-01-26,Shift B,Qatar Airways,QR1455,B787,DOH-HRE via LUN,13,7:50:00,9:40:00,8:07:00,9:37:00,8:11:00,9:21:00,8:12:00,9:20:00,8:10:00,9:23:00,8:12:00,8:25:00,54
03-01-26,Shift B,Qatar Airways,QR1456,B787,HRE-DOH via LUN,14,15:00:00,16:30:00,15:10:00,16:46:00,15:15:00,16:32:00,15:16:00,16:31:00,15:14:00,16:34:00,15:16:00,15:20:00,65
03-01-26,Shift B,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,8,1:20:00,2:20:00,1:34:00,2:22:00,1:40:00,2:14:00,,,1:39:00,2:16:00,1:41:00,1:48:00,102
03-01-26,Shift B,Kenya Airways,KQ704,E195,NBO-HRE via LUN,9,17:20:00,18:10:00,17:12:00,18:05:00,17:15:00,17:51:00,,,17:14:00,17:53:00,17:16:00,17:32:00,112
03-01-26,Shift B,Kenya Airways,KQ706,E195,NBO-HRE via LUN,10,9:10:00,10:00:00,9:28:00,10:14:00,9:32:00,10:01:00,,,9:31:00,10:03:00,9:33:00,9:46:00,117
04-01-26,Shift A,Air Botswana,BP312,E175,GBE-HRE via LUN,1,8:50:00,9:40:00,8:37:00,9:40:00,8:42:00,9:24:00,,,8:41:00,9:26:00,8:43:00,8:57:00,58
04-01-26,Shift A,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,2,11:45:00,12:20:00,11:40:00,12:19:00,11:44:00,12:12:00,,,11:43:00,12:14:00,11:45:00,11:56:00,98
04-01-26,Shift A,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,3,13:10:00,13:45:00,13:14:00,14:03:00,13:19:00,13:46:00,,,13:18:00,13:48:00,13:20:00,13:26:00,50
04-01-26,Shift A,South African Airways,SA62,A320,JNB-JNB via LUN,4,12:40:00,13:30:00,12:33:00,13:32:00,12:36:00,13:16:00,,,12:35:00,13:18:00,12:37:00,12:47:00,23
04-01-26,Shift A,Air Tanzania,TC212,A220,DAR-HRE via LUN,5,12:20:00,13:10:00,12:34:00,13:31:00,12:40:00,13:16:00,,,12:39:00,13:18:00,12:41:00,12:44:00,175
04-01-26,Shift A,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,6,11:45:00,12:30:00,12:01:00,12:35:00,12:05:00,12:19:00,,,12:04:00,12:21:00,12:06:00,12:21:00,141
04-01-26,Shift A,RwandAir,WB112,B737,KGL-HRE via LUN,7,15:00:00,15:50:00,15:14:00,16:06:00,15:20:00,15:58:00,,,15:19:00,16:00:00,15:21:00,15:33:00,173
04-01-26,Shift A,Ethiopian Airways,ET873,A350,ADD-ADD via LUN,1,13:10:00,15:10:00,13:10:00,15:35:00,13:15:00,15:19:00,13:16:00,15:18:00,13:14:00,15:21:00,13:16:00,13:30:00,162
04-01-26,Shift A,Airlink,4Z166,E135,JNB-JNB via LUN,2,9:40:00,10:15:00,9:38:00,10:08:00,9:42:00,9:59:00,,,9:41:00,10:01:00,9:43:00,9:48:00,187
04-01-26,Shift A,Airlink,4Z162,E195,JNB-JNB via LUN,3,13:30:00,14:15:00,13:37:00,14:07:00,13:41:00,14:00:00,,,13:40:00,14:02:00,13:42:00,13:57:00,167
04-01-26,Shift A,Qatar Airways,QR1455,B787,DOH-HRE via LUN,4,7:50:00,9:40:00,7:54:00,9:51:00,7:57:00,9:44:00,7:58:00,9:43:00,7:56:00,9:46:00,7:58:00,8:05:00,126
04-01-26,Shift A,Qatar Airways,QR1456,B787,HRE-DOH via LUN,5,15:00:00,16:30:00,14:56:00,16:30:00,15:01:00,16:14:00,15:02:00,16:13:00,15:00:00,16:16:00,15:02:00,15:16:00,197
04-01-26,Shift A,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,6,1:20:00,2:20:00,1:40:00,2:21:00,1:46:00,2:05:00,,,1:45:00,2:07:00,1:47:00,1:55:00,29
04-01-26,Shift A,Kenya Airways,KQ704,E195,NBO-HRE via LUN,7,17:20:00,18:10:00,17:24:00,18:20:00,17:29:00,18:07:00,,,17:28:00,18:09:00,17:30:00,17:35:00,129
04-01-26,Shift A,Kenya Airways,KQ706,E195,NBO-HRE via LUN,1,9:10:00,10:00:00,9:13:00,10:20:00,9:17:00,10:12:00,,,9:16:00,10:14:00,9:18:00,9:27:00,104
05-01-26,Shift A,Air Botswana,BP312,E175,GBE-HRE via LUN,1,8:50:00,9:40:00,9:08:00,9:56:00,9:12:00,9:46:00,,,9:11:00,9:48:00,9:13:00,9:27:00,34
05-01-26,Shift A,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,2,11:45:00,12:20:00,11:36:00,12:43:00,11:39:00,12:29:00,,,11:38:00,12:31:00,11:40:00,11:55:00,200
05-01-26,Shift A,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,3,13:10:00,13:45:00,13:13:00,14:02:00,13:18:00,13:51:00,,,13:17:00,13:53:00,13:19:00,13:31:00,167
05-01-26,Shift A,South African Airways,SA62,A320,JNB-JNB via LUN,4,12:40:00,13:30:00,12:47:00,13:28:00,12:53:00,13:13:00,,,12:52:00,13:15:00,12:54:00,13:07:00,147
05-01-26,Shift A,Air Tanzania,TC212,A220,DAR-HRE via LUN,5,12:20:00,13:10:00,12:36:00,13:11:00,12:40:00,13:00:00,,,12:39:00,13:02:00,12:41:00,12:49:00,20
05-01-26,Shift A,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,6,11:45:00,12:30:00,11:37:00,12:21:00,11:43:00,12:04:00,,,11:42:00,12:06:00,11:44:00,11:48:00,73
05-01-26,Shift A,RwandAir,WB112,B737,KGL-HRE via LUN,7,15:00:00,15:50:00,15:11:00,16:06:00,15:14:00,15:54:00,,,15:13:00,15:56:00,15:15:00,15:26:00,163
05-01-26,Shift A,Ethiopian Airways,ET873,B787,ADD-ADD via LUN,1,13:10:00,15:10:00,13:08:00,15:00:00,13:12:00,14:49:00,13:13:00,14:48:00,13:11:00,14:51:00,13:13:00,13:22:00,37
05-01-26,Shift A,Airlink,4Z166,E135,JNB-JNB via LUN,2,9:40:00,10:15:00,9:44:00,10:24:00,9:49:00,10:17:00,,,9:48:00,10:19:00,9:50:00,9:55:00,195
05-01-26,Shift A,Airlink,4Z162,E195,JNB-JNB via LUN,3,13:30:00,14:15:00,13:36:00,14:26:00,13:42:00,14:10:00,,,13:41:00,14:12:00,13:43:00,13:55:00,27
05-01-26,Shift A,Qatar Airways,QR1455,B787,DOH-HRE via LUN,4,7:50:00,9:40:00,7:46:00,9:42:00,7:51:00,9:30:00,7:52:00,9:29:00,7:50:00,9:32:00,7:52:00,8:06:00,142
05-01-26,Shift A,Qatar Airways,QR1456,B787,HRE-DOH via LUN,5,15:00:00,16:30:00,15:15:00,16:22:00,15:19:00,16:08:00,15:20:00,16:07:00,15:18:00,16:10:00,15:20:00,15:27:00,180
05-01-26,Shift A,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,6,1:20:00,2:20:00,1:34:00,2:44:00,1:39:00,2:30:00,,,1:38:00,2:32:00,1:40:00,1:50:00,34
05-01-26,Shift A,Kenya Airways,KQ704,B737,NBO-HRE via LUN,7,17:20:00,18:10:00,17:25:00,18:35:00,17:28:00,18:25:00,,,17:27:00,18:27:00,17:29:00,17:44:00,195
05-01-26,Shift A,Kenya Airways,KQ706,B737,NBO-HRE via LUN,1,9:10:00,10:00:00,9:17:00,9:54:00,9:21:00,9:43:00,,,9:20:00,9:45:00,9:22:00,9:27:00,106
06-01-26,Shift A,Air Botswana,BP312,E175,GBE-HRE via LUN,1,8:50:00,9:40:00,8:59:00,10:04:00,9:03:00,9:48:00,,,9:02:00,9:50:00,9:04:00,9:18:00,119
06-01-26,Shift A,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,2,11:45:00,12:20:00,11:41:00,12:17:00,11:46:00,12:05:00,,,11:45:00,12:07:00,11:47:00,11:51:00,89
06-01-26,Shift A,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,3,13:10:00,13:45:00,13:21:00,13:40:00,13:27:00,13:30:00,,,13:26:00,13:32:00,13:28:00,13:36:00,135
06-01-26,Shift A,South African Airways,SA62,A320,JNB-JNB via LUN,4,12:40:00,13:30:00,12:44:00,13:33:00,12:49:00,13:24:00,,,12:48:00,13:26:00,12:50:00,12:55:00,115
06-01-26,Shift A,Air Tanzania,TC212,A220,DAR-HRE via LUN,5,12:20:00,13:10:00,12:07:00,13:12:00,12:10:00,12:58:00,,,12:09:00,13:00:00,12:11:00,12:25:00,26
06-01-26,Shift A,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,6,11:45:00,12:30:00,12:00:00,12:52:00,12:04:00,12:42:00,,,12:03:00,12:44:00,12:05:00,12:15:00,143
06-01-26,Shift A,RwandAir,WB112,B737,KGL-HRE via LUN,7,15:00:00,15:50:00,15:18:00,15:18:00,15:23:00,15:50:00,,,15:22:00,15:52:00,15:24:00,15:29:00,152
06-01-26,Shift A,Ethiopian Airways,ET873,B787,ADD-ADD via LUN,1,13:10:00,15:10:00,13:03:00,15:13:00,13:06:00,14:59:00,13:07:00,14:58:00,13:05:00,15:01:00,13:07:00,13:19:00,153
06-01-26,Shift A,Airlink,4Z166,E135,JNB-JNB via LUN,2,9:40:00,10:15:00,9:32:00,10:05:00,9:37:00,9:58:00,,,9:36:00,10:00:00,9:38:00,9:52:00,172
06-01-26,Shift A,Airlink,4Z162,E195,JNB-JNB via LUN,3,13:30:00,14:15:00,13:20:00,14:26:00,13:26:00,14:19:00,,,13:25:00,14:21:00,13:27:00,13:31:00,153
06-01-26,Shift A,Qatar Airways,QR1455,B787,DOH-HRE via LUN,4,7:50:00,9:40:00,7:54:00,9:31:00,7:59:00,9:14:00,8:00:00,9:13:00,7:58:00,9:16:00,8:00:00,8:07:00,102
06-01-26,Shift A,Qatar Airways,QR1456,B787,HRE-DOH via LUN,5,15:00:00,16:30:00,14:57:00,16:32:00,15:02:00,16:21:00,15:03:00,16:20:00,15:01:00,16:23:00,15:03:00,15:15:00,101
06-01-26,Shift A,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,6,1:20:00,2:20:00,1:33:00,2:17:00,1:38:00,2:08:00,,,1:37:00,2:10:00,1:39:00,1:45:00,90
06-01-26,Shift A,Kenya Airways,KQ704,E195,NBO-HRE via LUN,7,17:20:00,18:10:00,17:05:00,18:35:00,17:08:00,18:25:00,,,17:07:00,18:27:00,17:09:00,17:23:00,109
06-01-26,Shift A,Kenya Airways,KQ706,B737,NBO-HRE via LUN,1,9:10:00,10:00:00,9:12:00,9:59:00,9:17:00,9:43:00,,,9:16:00,9:45:00,9:18:00,9:25:00,63
07-01-26,Shift A,Air Botswana,BP312,E175,GBE-HRE via LUN,1,8:50:00,9:40:00,8:39:00,9:49:00,8:44:00,9:34:00,,,8:43:00,9:36:00,8:45:00,8:56:00,32
